Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
110,Exit short,2025-02-27 04:00,Short SL/Trail,86283.37,22.272993,2122592.624,199185.97,9.38,1617.75,291469.28,13.73,-36929.28,-1.74,1321777,132.18,33
110,Entry short,2025-02-21 16:00,Sell,95298.94,22.272993,2122592.624,199185.97,9.38,1617.75,291469.28,13.73,-36929.28,-1.74,1321777,132.18,33
111,Exit long,2025-03-03 12:00,Long SL/Trail,90221.87,26.560148,2320848.574,73570.78,3.17,1886.86,200652.03,8.64,-2885.56,-0.12,1395347.8,139.53,6
111,Entry long,2025-03-02 12:00,Buy,87380.86,26.560148,2320848.574,73570.78,3.17,1886.86,200652.03,8.64,-2885.56,-0.12,1395347.8,139.53,6
112,Exit short,2025-03-04 16:00,Short SL/Trail,85554.35,27.963979,2394389.975,35.2,0.00,1914.73,114919.1,4.80,-40180.59,-1.68,1395383,139.54,6
112,Entry short,2025-03-03 16:00,Sell,85624.08,27.963979,2394389.975,35.2,0.00,1914.73,114919.1,4.80,-40180.59,-1.68,1395383,139.54,6
113,Exit long,2025-03-09 12:00,Sell signal — close long,83055.31,26.139362,2394425.157,-225238.52,-9.40,1826.18,30418.88,1.27,-231681.55,-9.67,1170144.5,117.01,21
113,Entry long,2025-03-06 00:00,Buy,91602.28,26.139362,2394425.157,-225238.52,-9.40,1826.18,30418.88,1.27,-231681.55,-9.67,1170144.5,117.01,21
114,Exit short,2025-03-11 04:00,Short SL/Trail,80428.71,26.128923,2170145.8,66921.56,3.08,1708.66,167835.42,7.73,-25934.32,-1.19,1237066,123.71,10
114,Entry short,2025-03-09 12:00,Sell,83055.31,26.128923,2170145.8,66921.56,3.08,1708.66,167835.42,7.73,-25934.32,-1.19,1237066,123.71,10
115,Exit long,2025-03-28 04:00,Sell signal — close long,85200.56,26.179746,2236171.541,-7429.2,-0.33,1786.68,86700.34,3.88,-60681.42,-2.71,1229636.9,122.96,51
115,Entry long,2025-03-19 16:00,Buy,85416.09,26.179746,2236171.541,-7429.2,-0.33,1786.68,86700.34,3.88,-60681.42,-2.71,1229636.9,122.96,51
116,Exit short,2025-04-01 12:00,Short SL/Trail,85343.43,26.16929,2229638.163,-5524.01,-0.25,1785.21,101721.86,4.56,-9973.91,-0.45,1224112.8,122.41,26
116,Entry short,2025-03-28 04:00,Sell,85200.56,26.16929,2229638.163,-5524.01,-0.25,1785.21,101721.86,4.56,-9973.91,-0.45,1224112.8,122.41,26
117,Exit long,2025-04-02 20:00,Sell signal — close long,82519.45,26.075671,2223223.444,-73223.41,-3.29,1749.99,82408.4,3.71,-76998.17,-3.46,1150889.4,115.09,8
117,Entry long,2025-04-01 12:00,Buy,85260.45,26.075671,2223223.444,-73223.41,-3.29,1749.99,82408.4,3.71,-76998.17,-3.46,1150889.4,115.09,8
118,Exit short,2025-04-07 12:00,Short SL/Trail,78181.39,26.065258,2150890.754,111397.17,5.18,1675.48,209252.47,9.72,-57428.22,-2.67,1262286.6,126.23,28
118,Entry short,2025-04-02 20:00,Sell,82519.45,26.065258,2150890.754,111397.17,5.18,1675.48,209252.47,9.72,-57428.22,-2.67,1262286.6,126.23,28
119,Exit long,2025-05-04 20:00,Sell signal — close long,94301.07,27.499506,2261382.002,329909,14.58,1941.85,430339.94,19.02,-104904.94,-4.64,1592195.6,159.22,151
119,Entry long,2025-04-09 16:00,Buy,82233.55,27.499506,2261382.002,329909,14.58,1941.85,430339.94,19.02,-104904.94,-4.64,1592195.6,159.22,151
120,Exit short,2025-05-06 20:00,Buy signal — close short,96824.95,27.488522,2592197.037,-71479.24,-2.76,2101.51,23851.23,0.92,-72685.44,-2.80,1520716.4,152.07,12
120,Entry short,2025-05-04 20:00,Sell,94301.07,27.488522,2592197.037,-71479.24,-2.76,2101.51,23851.23,0.92,-72685.44,-2.80,1520716.4,152.07,12
121,Exit long,2025-05-29 16:00,Long SL/Trail,106405.97,26.03434,2520773.669,247319.14,9.81,2116.39,394228.9,15.63,-27953.33,-1.11,1768035.5,176.80,137
121,Entry long,2025-05-06 20:00,Buy,96824.95,26.03434,2520773.669,247319.14,9.81,2116.39,394228.9,15.63,-27953.33,-1.11,1768035.5,176.80,137
122,Exit short,2025-06-06 12:00,Buy signal — close short,105148.03,26.161423,2766928.632,13899.44,0.50,2207.1,137536.73,4.97,-29129.58,-1.05,1781934.9,178.19,47
122,Entry short,2025-05-29 16:00,Sell,105763.69,26.161423,2766928.632,13899.44,0.50,2207.1,137536.73,4.97,-29129.58,-1.05,1781934.9,178.19,47
123,Exit long,2025-06-12 16:00,Sell signal — close long,106824.71,26.45721,2781923.511,42116.99,1.51,2243.28,142198.8,5.11,-32473.03,-1.17,1824051.9,182.41,37
123,Entry long,2025-06-06 12:00,Buy,105148.03,26.45721,2781923.511,42116.99,1.51,2243.28,142198.8,5.11,-32473.03,-1.17,1824051.9,182.41,37
124,Exit short,2025-06-16 16:00,Buy signal — close short,108664.48,26.436335,2824053.82,-50915.47,-1.80,2278.7,106657.4,3.78,-55715.37,-1.97,1773136.4,177.31,24
124,Entry short,2025-06-12 16:00,Sell,106824.71,26.436335,2824053.82,-50915.47,-1.80,2278.7,106657.4,3.78,-55715.37,-1.97,1773136.4,177.31,24
125,Exit long,2025-06-17 12:00,Sell signal — close long,104291.97,25.520549,2773177.186,-113762.77,-4.10,2173.91,6256.98,0.23,-115108.54,-4.15,1659373.6,165.94,5
125,Entry long,2025-06-16 16:00,Buy,108664.48,25.520549,2773177.186,-113762.77,-4.10,2173.91,6256.98,0.23,-115108.54,-4.15,1659373.6,165.94,5
126,Exit short,2025-06-23 16:00,Short SL/Trail,103154.64,25.499331,2659375.464,26885.25,1.01,2115.9,153194.45,5.76,-58203.67,-2.19,1686258.9,168.63,37
126,Entry short,2025-06-17 12:00,Sell,104291.97,25.499331,2659375.464,26885.25,1.01,2115.9,153194.45,5.76,-58203.67,-2.19,1686258.9,168.63,37
127,Exit long,2025-07-01 12:00,Sell signal — close long,105979.99,25.480788,2685184.805,13114.6,0.49,2154.26,86024.87,3.20,-18277.94,-0.68,1699373.5,169.94,46
127,Entry long,2025-06-23 20:00,Buy,105380.76,25.480788,2685184.805,13114.6,0.49,2154.26,86024.87,3.20,-18277.94,-0.68,1699373.5,169.94,46
128,Exit short,2025-07-02 12:00,Buy signal — close short,108756.82,25.470609,2699374.887,-72915.34,-2.70,2187.79,20180.06,0.75,-71918.35,-2.66,1626458.1,162.65,6
128,Entry short,2025-07-01 12:00,Sell,105979.99,25.470609,2699374.887,-72915.34,-2.70,2187.79,20180.06,0.75,-71918.35,-2.66,1626458.1,162.65,6
129,Exit long,2025-07-15 00:00,Long SL/Trail,117056.48,24.150362,2626516.573,198258.4,7.55,2181.39,348177.4,13.25,-35987.48,-1.37,1824716.6,182.47,75
129,Entry long,2025-07-02 12:00,Buy,108756.82,24.150362,2626516.573,198258.4,7.55,2181.39,348177.4,13.25,-35987.48,-1.37,1824716.6,182.47,75
130,Exit short,2025-08-07 08:00,Buy signal — close short,116534.95,24.097088,2823587.13,13181.49,0.47,2252.7,125207.98,4.43,-93203.2,-3.30,1837898.1,183.79,140
130,Entry short,2025-07-15 00:00,Sell,117175.45,24.097088,2823587.13,13181.49,0.47,2252.7,125207.98,4.43,-93203.2,-3.30,1837898.1,183.79,140
131,Exit long,2025-08-12 08:00,Sell signal — close long,118518.58,24.35224,2837887.071,46016.2,1.62,2289.63,139862.12,4.93,-22399.04,-0.79,1883914.2,188.39,30
131,Entry long,2025-08-07 08:00,Buy,116534.95,24.35224,2837887.071,46016.2,1.62,2289.63,139862.12,4.93,-22399.04,-0.79,1883914.2,188.39,30
132,Exit short,2025-08-13 16:00,Buy signal — close short,122719.62,24.333029,2883916.044,-104572.05,-3.62,2348.02,4575.65,0.16,-105727.19,-3.66,1779342.2,177.93,8
132,Entry short,2025-08-12 08:00,Sell,118518.58,24.333029,2883916.044,-104572.05,-3.62,2348.02,4575.65,0.16,-105727.19,-3.66,1779342.2,177.93,8
133,Exit long,2025-08-14 12:00,Sell signal — close long,118298.04,22.648586,2779425.867,-102326.02,-3.68,2183.48,39240.99,1.41,-112969.52,-4.06,1677016.2,167.70,5
133,Entry long,2025-08-13 16:00,Buy,122719.62,22.648586,2779425.867,-102326.02,-3.68,2183.48,39240.99,1.41,-112969.52,-4.06,1677016.2,167.70,5
134,Exit short,2025-08-22 12:00,Buy signal — close short,116351.73,22.629436,2677017.925,41919.9,1.57,2124,149145.66,5.57,-23629.64,-0.88,1718936.1,171.89,48
134,Entry short,2025-08-14 12:00,Sell,118298.04,22.629436,2677017.925,41919.9,1.57,2124,149145.66,5.57,-23629.64,-0.88,1718936.1,171.89,48
135,Exit long,2025-08-24 16:00,Sell signal — close long,112561.19,23.36796,2718902.573,-90716.87,-3.34,2139.69,23188.01,0.85,-131081.19,-4.82,1628219.2,162.82,13
135,Entry long,2025-08-22 12:00,Buy,116351.73,23.36796,2718902.573,-90716.87,-3.34,2139.69,23188.01,0.85,-131081.19,-4.82,1628219.2,162.82,13
136,Exit short,2025-09-02 12:00,Buy signal — close short,110845.42,23.349264,2628220.941,37975.41,1.44,2086.55,122603.38,4.66,-26486.58,-1.01,1666194.6,166.62,53
136,Entry short,2025-08-24 16:00,Sell,112561.19,23.349264,2628220.941,37975.41,1.44,2086.55,122603.38,4.66,-26486.58,-1.01,1666194.6,166.62,53
137,Exit long,2025-09-22 00:00,Sell signal — close long,114716.88,24.052995,2666164.333,90950.03,3.41,2170.18,169408.17,6.35,-36141.02,-1.36,1757144.6,175.71,117
137,Entry long,2025-09-02 12:00,Buy,110845.42,24.052995,2666164.333,90950.03,3.41,2170.18,169408.17,6.35,-36141.02,-1.36,1757144.6,175.71,117
138,Exit short,2025-09-28 20:00,Buy signal — close short,112219.23,24.034357,2757146.448,57847.71,2.10,2181.71,144004.33,5.22,-1170.64,-0.04,1814992.4,181.50,41
138,Entry short,2025-09-22 00:00,Sell,114716.88,24.034357,2757146.448,57847.71,2.10,2181.71,144004.33,5.22,-1170.64,-0.04,1814992.4,181.50,41
139,Exit long,2025-10-07 12:00,Sell signal — close long,121911.87,25.084347,2814946.105,240784.33,8.55,2349.21,350327.28,12.44,-16175.33,-0.57,2055776.8,205.58,52
139,Entry long,2025-09-28 20:00,Buy,112219.23,25.084347,2814946.105,240784.33,8.55,2349.21,350327.28,12.44,-16175.33,-0.57,2055776.8,205.58,52
140,Exit short,2025-10-10 20:00,Short SL/Trail,112855.45,25.065472,3055778.564,224649.62,7.35,2353.82,469465.9,15.36,-59254.64,-1.94,2280426.2,228.04,20
140,Entry short,2025-10-07 12:00,Sell,121911.87,25.065472,3055778.564,224649.62,7.35,2353.82,469465.9,15.36,-59254.64,-1.94,2280426.2,228.04,20
141,Exit long,2025-10-29 12:00,Sell signal — close long,111531.91,29.481977,3279114.613,6439.67,0.20,2626.92,150743.42,4.60,-132289.75,-4.03,2286866,228.69,56
141,Entry long,2025-10-20 04:00,Buy,111224.38,29.481977,3279114.613,6439.67,0.20,2626.92,150743.42,4.60,-132289.75,-4.03,2286866,228.69,56
142,Exit short,2025-11-05 16:00,Short SL/Trail,103914.38,29.4702,3286867.694,221950.44,6.75,2539.7,369004.25,11.22,-15803.48,-0.48,2508816.5,250.88,43
142,Entry short,2025-10-29 12:00,Sell,111531.91,29.4702,3286867.694,221950.44,6.75,2539.7,369004.25,11.22,-15803.48,-0.48,2508816.5,250.88,43
143,Exit long,2025-11-12 12:00,Sell signal — close long,102167.01,33.080579,3507413.378,-130424.4,-3.72,2754.86,46557.26,1.33,-135393.86,-3.86,2378392,237.84,15
143,Entry long,2025-11-10 00:00,Buy,106026.36,33.080579,3507413.378,-130424.4,-3.72,2754.86,46557.26,1.33,-135393.86,-3.86,2378392,237.84,15
144,Exit short,2025-11-18 16:00,Short SL/Trail,93721.86,33.067365,3378393.811,276667.84,8.19,2591.01,425486.8,12.59,-63015.05,-1.86,2655060,265.51,37
144,Entry short,2025-11-12 12:00,Sell,102167.01,33.067365,3378393.811,276667.84,8.19,2591.01,425486.8,12.59,-63015.05,-1.86,2655060,265.51,37
145,Exit long,2025-12-01 00:00,Sell signal — close long,86366.26,40.629504,3653598.396,-147445.14,-4.03,2865.05,124921.51,3.42,-153046.06,-4.19,2507614.8,250.76,26
145,Entry long,2025-11-26 16:00,Buy,89924.76,40.629504,3653598.396,-147445.14,-4.03,2865.05,124921.51,3.42,-153046.06,-4.19,2507614.8,250.76,26
146,Exit short,2025-12-02 12:00,Buy signal — close short,90867.92,40.613278,3507616.927,-185706.39,-5.29,2879.22,100055.42,2.85,-196832.11,-5.61,2321908.2,232.19,9
146,Entry short,2025-12-01 00:00,Sell,86366.26,40.613278,3507616.927,-185706.39,-5.29,2879.22,100055.42,2.85,-196832.11,-5.61,2321908.2,232.19,9
147,Exit long,2025-12-11 00:00,Long SL/Trail,89858.69,36.559187,3322057.28,-39539.52,-1.19,2642.89,134679.39,4.05,-114756.62,-3.45,2282368.8,228.24,51
147,Entry long,2025-12-02 12:00,Buy,90867.92,36.559187,3322057.28,-39539.52,-1.19,2642.89,134679.39,4.05,-114756.62,-3.45,2282368.8,228.24,51
148,Exit short,2025-12-17 12:00,Short SL/Trail,89463.77,36.701413,3281056.408,-5016.16,-0.15,2625.8,152653.31,4.65,-24432.48,-0.74,2277352.8,227.74,19
148,Entry short,2025-12-14 08:00,Sell,89398.64,36.701413,3281056.408,-5016.16,-0.15,2625.8,152653.31,4.65,-24432.48,-0.74,2277352.8,227.74,19
149,Exit long,2025-12-24 04:00,Sell signal — close long,86858.72,36.430998,3276042.194,-114268.5,-3.49,2576.16,21344.93,0.65,-122933.48,-3.75,2163084.2,216.31,11
149,Entry long,2025-12-22 08:00,Buy,89924.58,36.430998,3276042.194,-114268.5,-3.49,2576.16,21344.93,0.65,-122933.48,-3.75,2163084.2,216.31,11
150,Exit short,2025-12-29 00:00,Buy signal — close short,90053.48,36.416448,3163086.06,-118918.82,-3.76,2577.01,16086.11,0.51,-118662.03,-3.75,2044165.4,204.42,29
150,Entry short,2025-12-24 04:00,Sell,86858.72,36.416448,3163086.06,-118918.82,-3.76,2577.01,16086.11,0.51,-118662.03,-3.75,2044165.4,204.42,29
151,Exit long,2025-12-29 08:00,Sell signal — close long,87511.44,33.805033,3044260.863,-88334.78,-2.90,2401.04,8023.92,0.26,-87151.45,-2.86,1955830.6,195.58,2
151,Entry long,2025-12-29 00:00,Buy,90053.48,33.805033,3044260.863,-88334.78,-2.90,2401.04,8023.92,0.26,-87151.45,-2.86,1955830.6,195.58,2
152,Exit short,2026-01-02 16:00,Buy signal — close short,89788.39,33.776531,2955832.866,-79302.9,-2.68,2395.43,24638.14,0.83,-113746.68,-3.85,1876527.6,187.65,26
152,Entry short,2025-12-29 08:00,Sell,87511.44,33.776531,2955832.866,-79302.9,-2.68,2395.43,24638.14,0.83,-113746.68,-3.85,1876527.6,187.65,26
153,Exit long,2026-01-07 12:00,Sell signal — close long,91314.54,32.037454,2876591.414,46573.13,1.62,2320.83,157533.44,5.47,-17025.19,-0.59,1923100.8,192.31,29
153,Entry long,2026-01-02 16:00,Buy,89788.39,32.037454,2876591.414,46573.13,1.62,2320.83,157533.44,5.47,-17025.19,-0.59,1923100.8,192.31,29
154,Exit short,2026-01-13 12:00,Buy signal — close short,93342.43,32.011364,2923102.978,-67279.98,-2.30,2364.45,64496.63,2.21,-66084.77,-2.26,1855820.9,185.58,36
154,Entry short,2026-01-07 12:00,Sell,91314.54,32.011364,2923102.978,-67279.98,-2.30,2364.45,64496.63,2.21,-66084.77,-2.26,1855820.9,185.58,36
155,Exit long,2026-01-18 20:00,Sell signal — close long,93642.53,30.595678,2855874.932,6893.39,0.24,2288.37,136951.55,4.79,-12169.64,-0.43,1862714.2,186.27,32
155,Entry long,2026-01-13 12:00,Buy,93342.43,30.595678,2855874.932,6893.39,0.24,2288.37,136951.55,4.79,-12169.64,-0.43,1862714.2,186.27,32
156,Exit short,2026-01-27 20:00,Buy signal — close short,89159.91,30.570686,2862716.381,134801.4,4.71,2235.36,233697.1,8.16,-1166.79,-0.04,1997515.6,199.75,54
156,Entry short,2026-01-18 20:00,Sell,93642.53,30.570686,2862716.381,134801.4,4.71,2235.36,233697.1,8.16,-1166.79,-0.04,1997515.6,199.75,54
157,Exit long,2026-01-29 12:00,Sell signal — close long,84814.13,33.618339,2997408.08,-148437.39,-4.95,2339.49,42645.07,1.42,-165633.98,-5.52,1849078.2,184.91,10
157,Entry long,2026-01-27 20:00,Buy,89159.91,33.618339,2997408.08,-148437.39,-4.95,2339.49,42645.07,1.42,-165633.98,-5.52,1849078.2,184.91,10
158,Exit short,2026-02-02 12:00,Short SL/Trail,78279.14,33.592049,2849080.411,217332.25,7.63,2191.45,343602.47,12.06,-24649.36,-0.86,2066410.5,206.64,24
158,Entry short,2026-01-29 12:00,Sell,84814.13,33.592049,2849080.411,217332.25,7.63,2191.45,343602.47,12.06,-24649.36,-0.86,2066410.5,206.64,24
159,Exit long,2026-02-12 16:00,Sell signal — close long,65742.02,43.258713,3065184.357,-223632.83,-7.29,2363.64,57479.9,1.87,-250957.33,-8.18,1842777.6,184.28,34
159,Entry long,2026-02-07 00:00,Buy,70857.04,43.258713,3065184.357,-223632.83,-7.29,2363.64,57479.9,1.87,-250957.33,-8.18,1842777.6,184.28,34
160,Exit short,2026-02-14 08:00,Buy signal — close short,70472.68,43.241443,2842779.811,-206916.61,-7.28,2356.05,22975.18,0.81,-206805.95,-7.27,1635861,163.59,10
160,Entry short,2026-02-12 16:00,Sell,65742.02,43.241443,2842779.811,-206916.61,-7.28,2356.05,22975.18,0.81,-206805.95,-7.27,1635861,163.59,10
161,Exit long,2026-02-16 12:00,Sell signal — close long,67498.17,37.404953,2636027.283,-113325.73,-4.30,2064.32,16539.38,0.63,-120985.91,-4.59,1522535.4,152.25,13
161,Entry long,2026-02-14 08:00,Buy,70472.68,37.404953,2636027.283,-113325.73,-4.30,2064.32,16539.38,0.63,-120985.91,-4.59,1522535.4,152.25,13
162,Exit short,2026-02-25 00:00,Short SL/Trail,65681.88,37.371942,2522537.694,65887.41,2.61,1990.88,183759.36,7.28,-63726.23,-2.53,1588422.8,158.84,51
162,Entry short,2026-02-16 12:00,Sell,67498.17,37.371942,2522537.694,65887.41,2.61,1990.88,183759.36,7.28,-63726.23,-2.53,1588422.8,158.84,51
163,Exit long,2026-02-28 04:00,Sell signal — close long,63826.9,38.3779,2587387.743,-139860.12,-5.40,2014.77,96282.95,3.72,-168825.05,-6.52,1448562.6,144.86,16
163,Entry long,2026-02-25 12:00,Buy,67418.69,38.3779,2587387.743,-139860.12,-5.40,2014.77,96282.95,3.72,-168825.05,-6.52,1448562.6,144.86,16
164,Exit short,2026-03-01 00:00,Buy signal — close short,67508.84,38.362579,2448564.494,-143264.06,-5.85,2015.35,16386.93,0.67,-168143.98,-6.86,1305298.5,130.53,5
164,Entry short,2026-02-28 04:00,Sell,63826.9,38.362579,2448564.494,-143264.06,-5.85,2015.35,16386.93,0.67,-168143.98,-6.86,1305298.5,130.53,5
165,Exit long,2026-03-06 04:00,Long SL/Trail,70326.57,34.149806,2305413.789,94342.11,4.09,1882.82,221706.56,9.61,-84573.14,-3.67,1399640.6,139.96,31
165,Entry long,2026-03-01 00:00,Buy,67508.84,34.149806,2305413.789,94342.11,4.09,1882.82,221706.56,9.61,-84573.14,-3.67,1399640.6,139.96,31
166,Exit short,2026-03-10 04:00,Buy signal — close short,70405.77,35.356792,2398681.14,-92596.23,-3.86,1955.2,77408.5,3.23,-97791.47,-4.08,1307044.4,130.70,18
166,Entry short,2026-03-07 04:00,Sell,67842.16,35.356792,2398681.14,-92596.23,-3.86,1955.2,77408.5,3.23,-97791.47,-4.08,1307044.4,130.70,18
167,Exit long,2026-03-18 12:00,Long SL/Trail,72189.45,32.768887,2307118.721,56580.13,2.45,1869.07,182031.42,7.89,-47634.57,-2.06,1363624.5,136.36,50
167,Entry long,2026-03-10 04:00,Buy,70405.77,32.768887,2307118.721,56580.13,2.45,1869.07,182031.42,7.89,-47634.57,-2.06,1363624.5,136.36,50
168,Exit short,2026-03-23 08:00,Short SL/Trail,70729.6,33.047509,2362679.441,23362.3,0.99,1880.05,135605.25,5.74,-17472.46,-0.74,1386986.9,138.70,29
168,Entry short,2026-03-18 12:00,Sell,71493.42,33.047509,2362679.441,23362.3,0.99,1880.05,135605.25,5.74,-17472.46,-0.74,1386986.9,138.70,29
169,Exit long,2026-03-27 08:00,Sell signal — close long,66669.18,33.763423,2386032.405,-136907.48,-5.74,1854.8,43367.51,1.82,-150772.84,-6.32,1250079.4,125.01,22
169,Entry long,2026-03-23 16:00,Buy,70669.15,33.763423,2386032.405,-136907.48,-5.74,1854.8,43367.51,1.82,-150772.84,-6.32,1250079.4,125.01,22
170,Exit short,2026-04-01 04:00,Buy signal — close short,68632.27,33.749943,2250081.025,-68080.74,-3.02,1826.57,56922.06,2.53,-86726.14,-3.85,1181998.6,118.20,29
170,Entry short,2026-03-27 08:00,Sell,66669.18,33.749943,2250081.025,-68080.74,-3.02,1826.57,56922.06,2.53,-86726.14,-3.85,1181998.6,118.20,29
171,Exit long,2026-04-12 12:00,Sell signal — close long,70907.07,31.793407,2182053.693,70549.07,3.23,1774.57,163904.78,7.51,-92792.02,-4.25,1252547.8,125.25,68
171,Entry long,2026-04-01 04:00,Buy,68632.27,31.793407,2182053.693,70549.07,3.23,1774.57,163904.78,7.51,-92792.02,-4.25,1252547.8,125.25,68
172,Exit short,2026-04-13 16:00,Buy signal — close short,73325.06,31.767632,2252549.706,-78646.58,-3.49,1832.77,10967.69,0.49,-82236.96,-3.65,1173901.1,117.39,7
172,Entry short,2026-04-12 12:00,Sell,70907.07,31.767632,2252549.706,-78646.58,-3.49,1832.77,10967.69,0.49,-82236.96,-3.65,1173901.1,117.39,7
173,Exit long,2026-04-19 20:00,Long SL/Trail,74401.71,29.648316,2173964.55,30168.92,1.39,1751.94,147152,6.77,-10307.83,-0.47,1204070,120.41,37
173,Entry long,2026-04-13 16:00,Buy,73325.06,29.648316,2173964.55,30168.92,1.39,1751.94,147152,6.77,-10307.83,-0.47,1204070,120.41,37
174,Exit short,2026-04-22 00:00,Buy signal — close short,77546.5,29.840894,2203188.715,-112675.07,-5.11,1806.9,607.49,0.03,-117814.31,-5.35,1091395,109.14,13
174,Entry short,2026-04-19 20:00,Sell,73831.19,29.840894,2203188.715,-112675.07,-5.11,1806.9,607.49,0.03,-117814.31,-5.35,1091395,109.14,13
175,Exit long,2026-04-27 12:00,Sell signal — close long,76821.56,26.970723,2091485.171,-21217.52,-1.01,1665.37,51776.27,2.47,-26134.32,-1.25,1070177.5,107.02,33
175,Entry long,2026-04-22 00:00,Buy,77546.5,26.970723,2091485.171,-21217.52,-1.01,1665.37,51776.27,2.47,-26134.32,-1.25,1070177.5,107.02,33
176,Exit short,2026-05-01 12:00,Buy signal — close short,78419.57,26.947893,2070179.179,-44736.37,-2.16,1673.37,49539.16,2.39,-56225.39,-2.71,1025441.06,102.54,24
176,Entry short,2026-04-27 12:00,Sell,76821.56,26.947893,2070179.179,-44736.37,-2.16,1673.37,49539.16,2.39,-56225.39,-2.71,1025441.06,102.54,24
177,Exit long,2026-05-13 12:00,Sell signal — close long,78811.84,25.828721,2025477.194,8507.4,0.42,1624.43,112921.93,5.57,-18808.42,-0.93,1033948.5,103.39,72
177,Entry long,2026-05-01 12:00,Buy,78419.57,25.828721,2025477.194,8507.4,0.42,1624.43,112921.93,5.57,-18808.42,-0.93,1033948.5,103.39,72
178,Exit short,2026-05-24 08:00,Buy signal — close short,77215.93,25.807672,2033950.116,39576.04,1.94,1610.69,117044.13,5.75,-83174.37,-4.09,1073524.5,107.35,65
178,Entry short,2026-05-13 12:00,Sell,78811.84,25.807672,2033950.116,39576.04,1.94,1610.69,117044.13,5.75,-83174.37,-4.09,1073524.5,107.35,65
179,Exit long,2026-05-27 12:00,Sell signal — close long,75225.81,26.853179,2073493.19,-55078.46,-2.66,1637.42,20006.79,0.96,-68831.59,-3.32,1018446.06,101.84,19
179,Entry long,2026-05-24 08:00,Buy,77215.93,26.853179,2073493.19,-55078.46,-2.66,1637.42,20006.79,0.96,-68831.59,-3.32,1018446.06,101.84,19
180,Exit short,2026-06-04 04:00,Short SL/Trail,64383.15,26.831851,2018447.725,289430.25,14.33,1498.39,372385.3,18.44,-3186.02,-0.16,1307876.2,130.79,46
180,Entry short,2026-05-27 12:00,Sell,75225.81,26.831851,2018447.725,289430.25,14.33,1498.39,372385.3,18.44,-3186.02,-0.16,1307876.2,130.79,46
181,Exit long,2026-06-17 16:00,Sell signal — close long,64241.47,35.809659,2306953.486,-8331.32,-0.36,1842.97,100165.38,4.34,-28087.27,-1.22,1299545,129.95,23
181,Entry long,2026-06-13 20:00,Buy,64422.66,35.809659,2306953.486,-8331.32,-0.36,1842.97,100165.38,4.34,-28087.27,-1.22,1299545,129.95,23
182,Exit short,2026-07-01 20:00,Short SL/Trail,60623.86,35.795363,2299546.738,127705.82,5.55,1787.84,231911.12,10.08,-47688.61,-2.07,1427250.8,142.73,85
182,Entry short,2026-06-17 16:00,Sell,64241.47,35.795363,2299546.738,127705.82,5.55,1787.84,231911.12,10.08,-47688.61,-2.07,1427250.8,142.73,85
183,Exit long,2026-07-13 12:00,Sell signal — close long,62574.35,39.778301,2426280.254,60854.92,2.51,1966.15,143828.88,5.93,-38870.88,-1.60,1488105.8,148.81,69
183,Entry long,2026-07-02 00:00,Buy,60995.07,39.778301,2426280.254,60854.92,2.51,1966.15,143828.88,5.93,-38870.88,-1.60,1488105.8,148.81,69
184,Exit short,2026-07-14 12:00,Buy signal — close short,64660.79,39.762422,2488107.711,-84985.58,-3.41,2023.67,30326.01,1.22,-91681.4,-3.68,1403120.1,140.31,6
184,Entry short,2026-07-13 12:00,Sell,62574.35,39.762422,2488107.711,-84985.58,-3.41,2023.67,30326.01,1.22,-91681.4,-3.68,1403120.1,140.31,6
185,Exit long,2026-07-17 04:00,Sell signal — close long,62773.27,37.166092,2403188.87,-72046.23,-3.00,1894.49,30860.7,1.28,-75178.24,-3.13,1331073.9,133.11,16
185,Entry long,2026-07-14 12:00,Buy,64660.79,37.166092,2403188.87,-72046.23,-3.00,1894.49,30860.7,1.28,-75178.24,-3.13,1331073.9,133.11,16
186,Exit short,2026-07-20 12:00,Buy signal — close short,65545.21,37.134853,2331076.154,-104841.62,-4.50,1906.04,9629.84,0.41,-104863.6,-4.50,1226232.2,122.62,20
186,Entry short,2026-07-17 04:00,Sell,62773.27,37.134853,2331076.154,-104841.62,-4.50,1906.04,9629.84,0.41,-104863.6,-4.50,1226232.2,122.62,20
187,Exit long,2026-07-24 12:00,Sell signal — close long,64047.51,33.966125,2226316.796,-52631.77,-2.36,1760.71,44818.71,2.01,-63749.26,-2.86,1173600.5,117.36,24
187,Entry long,2026-07-20 12:00,Buy,65545.21,33.966125,2226316.796,-52631.77,-2.36,1760.71,44818.71,2.01,-63749.26,-2.86,1173600.5,117.36,24
188,Exit short,2026-08-04 12:00,Buy signal — close short,64064.28,33.937347,2173602.571,-2308.24,-0.11,1739.11,61149.02,2.81,-55453.93,-2.55,1171292.2,117.13,66
188,Entry short,2026-07-24 12:00,Sell,64047.51,33.937347,2173602.571,-2308.24,-0.11,1739.11,61149.02,2.81,-55453.93,-2.55,1171292.2,117.13,66
189,Exit long,2026-08-10 12:00,Sell signal — close long,64251.69,33.89244,2171294.766,4612.21,0.21,1739.58,44167.76,2.03,-8911.53,-0.41,1175904.5,117.59,36
